Item Code,Item Name,Category Code,Category Name,LENGTH
1.029E+14,Apricot Bao Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Jigu Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Needle Mushroom  ,1011010801,Edible Mushroom,10
1.029E+14,Tremella ,1011010801,Edible Mushroom,10
1.029E+14,Hericium ,1011010801,Edible Mushroom,10
1.029E+14,Fresh Black Fungus ,1011010801,Edible Mushroom,10
1.029E+14,Chicken Fir Bacteria,1011010801,Edible Mushroom,10
1.029E+14,Black Porcini,1011010801,Edible Mushroom,10
1.029E+14,Haixian Mushroom  ,1011010801,Edible Mushroom,10
1.029E+14,Xiuzhen Mushroom,1011010801,Edible Mushroom,10
1.029E+14,Chinese Caterpillar Fungus Flowers  ,1011010801,Edible Mushroom,10
1.029E+14,Tea Tree Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Black Chicken  Mushroom,1011010801,Edible Mushroom,10
1.029E+14,Apricot Bao Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,The White Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Chinese Caterpillar Fungus Flowers ,1011010801,Edible Mushroom,10
1.029E+14,Chopped Red Pine,1011010801,Edible Mushroom,10
1.029E+14,The Steak Mushrooms,1011010801,Edible Mushroom,10
1.029E+14,White Jelly Mushroom,1011010801,Edible Mushroom,10
1.029E+14,Apricot Bao Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Chopped Red Pine ,1011010801,Edible Mushroom,10
1.029E+14,The Steak Mushrooms ,1011010801,Edible Mushroom,10
1.029E+14,The Pork Stomach Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Black Porcini ,1011010801,Edible Mushroom,10
1.029E+14,Black Chicken Fir Bacteria ,1011010801,Edible Mushroom,10
1.029E+14,Haixian Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Fresh Edible Fungus ,1011010801,Edible Mushroom,10
1.029E+14,Apricot Bao Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Agaricus Bisporus ,1011010801,Edible Mushroom,10
1.029E+14,Needle Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Chinese Caterpillar Fungus Flowers ,1011010801,Edible Mushroom,10
1.029E+14,Jigu ,1011010801,Edible Mushroom,10
1.029E+14,Xixia Xianggu Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Fresh Edible Fungus ,1011010801,Edible Mushroom,10
1.029E+14,Fresh Sea ,1011010801,Edible Mushroom,10
1.029E+14,Jigu ,1011010801,Edible Mushroom,10
1.029E+14,Needle Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Apricot Bao Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Xixia Black Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Agaricus Bisporus ,1011010801,Edible Mushroom,10
1.029E+14,Black Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,The Fungus Mushroom Hot Pot Package ,1011010801,Edible Mushroom,10
1.029E+14,Crab Flavor Mushroom And White Mushroom Mix ,1011010801,Edible Mushroom,10
1.029E+14,Xixia Xianggu Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Mushroom And Leaf Mix ,1011010801,Edible Mushroom,10
1.029E+14,Velvet Antler Mushroom ,1011010801,Edible Mushroom,10
1.029E+14,Chinese Caterpillar Fungus Flowers,1011010801,Edible Mushroom,10
1.0693E+14,The Crab Flavor Mushroom ,1011010801,Edible Mushroom,10
1.0693E+14,Haixian Mushroom  ,1011010801,Edible Mushroom,10
1.06932E+14,Embroidered Aureus,1011010801,Edible Mushroom,10
1.06932E+14,Embroidered Aureus ,1011010801,Edible Mushroom,10
1.0695E+14,Needle Mushroom  ,1011010801,Edible Mushroom,10
1.0695E+14,Needle Mushroom  ,1011010801,Edible Mushroom,10
1.0695E+14,Needle Mushroom ,1011010801,Edible Mushroom,10
1.06956E+14,The White Mushroom ,1011010801,Edible Mushroom,10
1.06956E+14,The Crab Flavor Mushroom ,1011010801,Edible Mushroom,10
1.06958E+14,The White Mushroom ,1011010801,Edible Mushroom,10
1.06958E+14,The Crab Flavor Mushroom ,1011010801,Edible Mushroom,10
1.06959E+14,Haixian Mushroom  ,1011010801,Edible Mushroom,10
1.06972E+14,Haixian Mushroom ,1011010801,Edible Mushroom,10
1.06972E+14,Haixian Mushroom  ,1011010801,Edible Mushroom,10
1.06973E+14,Chinese Caterpillar Fungus Flowers  ,1011010801,Edible Mushroom,10
